# DES Document 5847-v1
# Asahi measured area-weighted response [u filter], for the other filters, area-weighted response [in pass band], witness sample measurements [out of pass band]
# wavelength(nm), DECam-u, DES-g, DES-r, DES-i, DES-z, DES-Y
1012,0.00414703,0.00053282,0.00014184,-0.08401682,2.15963448,98.09924483
1013,0.00372414,0.00110103,-0.00003440,-0.08373360,1.71586414,98.11043793
1014,0.00580114,0.00114304,0.00031815,-0.08349615,1.41215345,98.13465862
1015,0.00323672,0.00089985,0.00026509,-0.08292085,1.20120372,98.16077241
1016,0.00699307,0.00039908,0.00005560,-0.08338179,1.05059134,98.18263793
1017,0.00512890,0.00146333,-0.00031393,-0.08407281,0.93523214,98.21170000
1018,0.00398507,0.00115553,-0.00012091,-0.08366496,0.84316003,98.22435172
1019,0.00537445,0.00237882,0.00012273,-0.08470864,0.76942603,98.22938276
1020,0.00574362,0.00041077,0.00038542,-0.08336394,0.71296234,98.23044483
1021,0.00337776,0.00082944,-0.00069199,-0.08277018,0.67200741,98.22206207
1022,0.00580476,0.00040131,0.00122228,-0.08361722,0.51265913,98.20493793
1023,0.00439959,0.00130163,-0.00084726,-0.08325349,0.31762457,98.17543793
1024,0.00560624,0.00110258,-0.00004660,-0.08315295,0.19285202,98.14644828
1025,0.00447524,0.00099743,-0.00053612,-0.08353021,0.10848592,98.12403448
1026,0.00388566,0.00120448,-0.00011467,-0.08329854,0.05340676,98.08875172
1027,0.00440141,0.00081522,0.00029884,-0.08315548,0.01502163,98.06085172
1028,0.00505041,0.00115540,0.00013460,-0.08321884,-0.01181845,98.03214828
1029,0.00453276,0.00157350,0.00104922,-0.08314133,-0.03073456,98.00083103
1030,0.00509807,0.00081132,-0.00002290,-0.08270831,-0.04396031,97.97345862
1031,0.00414210,0.00130300,0.00026417,-0.08316640,-0.05307770,97.94147586
1032,0.00582507,0.00039844,0.00027825,-0.08316751,-0.06005574,97.90215517
1033,0.00402183,0.00108756,0.00024599,-0.08322468,-0.06490862,97.85859655
1034,0.00420852,0.00054758,-0.00006640,-0.08320177,-0.06965119,97.81161379
1035,0.00497334,0.00038959,-0.00043537,-0.08301306,-0.07206469,97.75207586
1036,0.00422069,0.00040437,-0.00045321,-0.08310670,-0.07413752,97.70081724
1037,0.00387935,0.00011014,0.00000785,-0.08222797,-0.07550475,97.64138621
1038,0.00296503,0.00106178,0.00028304,-0.08292859,-0.07725631,97.56802069
1039,0.00507162,0.00078002,-0.00100472,-0.08274392,-0.07765582,97.49048276
1040,0.00417435,0.00114047,0.00017958,-0.08339427,-0.07883475,97.39300345
1041,0.00355828,0.00088553,0.00042188,-0.08335514,-0.07904601,97.27719310
1042,0.00461634,0.00065715,-0.00046489,-0.08264275,-0.07984959,97.13005862
1043,0.00491028,0.00100206,0.00005750,-0.08337531,-0.08051312,96.93413793
1044,0.00374559,0.00110120,-0.00025827,-0.08375763,-0.08103105,96.68173448
1045,0.00444779,0.00114208,-0.00038015,-0.08336924,-0.08121686,96.36910690
1046,0.00355969,0.00088560,-0.00088952,-0.08321589,-0.08079203,95.98506207
1047,0.00575641,0.00078354,0.00026956,-0.08357590,-0.08163605,95.52543793
1048,0.00405383,0.00010210,-0.00090551,-0.08313812,-0.08236267,94.99911724
1049,0.00404783,0.00069146,-0.00016975,-0.08271016,-0.08179546,94.42902759
1050,0.00428579,0.00114457,0.00026660,-0.08383571,-0.08170501,93.83692759
1051,0.00467003,0.00029477,0.00041979,-0.08235806,-0.08225887,93.23836207
1052,0.00493072,0.00010988,-0.00042301,-0.08312130,-0.08164231,92.65000000
1053,0.00634159,0.00067977,-0.00104710,-0.08319320,-0.08228975,92.10451724
1054,0.00334745,0.00059652,0.00009980,-0.08238351,-0.08181048,91.57886552
1055,0.00463107,0.00127094,0.00009050,-0.08346404,-0.08129183,91.05288966
1056,0.00452010,0.00106778,0.00006640,-0.08326277,-0.08304794,90.45922759
1057,0.00360862,0.00107011,0.00025491,-0.08319335,-0.08289564,89.66606552
1058,0.00475424,0.00155073,0.00056324,-0.08379262,-0.08254421,88.51294828
1059,0.00467697,0.00177834,0.00006090,-0.08295124,-0.08293746,86.78724138
1060,0.00514090,0.00110578,0.00012571,-0.08313850,-0.08227358,84.25580690
1061,0.00456355,0.00168599,0.00024288,-0.08364692,-0.08206809,80.69453793
1062,0.00411700,0.00187776,0.00026964,-0.08310041,-0.08279353,75.91865517
1063,0.00346307,0.00190912,-0.00001990,-0.08313188,-0.08240388,69.82715172
1064,0.00382317,0.00215277,0.00009990,-0.08320766,-0.08229497,62.52074828
1065,0.00588117,0.00167423,-0.00007440,-0.08327684,-0.08289828,54.29917414
1066,0.00379993,0.00170400,-0.00054735,-0.08246017,-0.08206539,45.62911759
1067,0.00694221,0.00146820,0.00089793,-0.08266208,-0.08268478,37.07126552
1068,0.00325952,0.00180463,-0.00014125,-0.08213396,-0.08202362,29.15648759
1069,0.00488855,0.00132913,0.00020264,-0.08283171,-0.08340985,22.28442448
1070,0.00460197,0.00162379,-0.00026672,-0.08362104,-0.08226427,16.67047069
1071,0.00480645,0.00167102,-0.00011500,-0.08310490,-0.08293420,12.30931966
1072,0.00413983,0.00171086,0.00024893,-0.08351100,-0.08238182,9.05642483
1073,0.00482093,0.00159374,-0.00069752,-0.08347466,-0.08311738,6.72320965
1074,0.00496514,0.00138923,-0.00023824,-0.08277287,-0.08248539,5.10316172
1075,0.00468124,0.00144415,-0.00078417,-0.08246155,-0.08201220,4.00085138
1076,0.00473062,0.00018252,-0.00028575,-0.08397977,-0.08222649,3.23737241
1077,0.00515090,0.00111093,-0.00056887,-0.08338010,-0.08341536,2.69669138
1078,0.00511445,0.00123161,-0.00027966,-0.08301298,-0.08333993,2.31629172
1079,0.00431121,0.00070671,-0.00068579,-0.08333811,-0.08177968,2.06316862
1080,0.00520559,0.00161060,-0.00079846,-0.08274290,-0.08308921,1.18204701
1081,0.00368538,0.00100757,-0.00026684,-0.08327328,-0.08181951,0.78186524
1082,0.00559000,0.00136045,0.00007540,-0.08358066,-0.08283906,0.52286077
1083,0.00487517,0.00069134,0.00023575,-0.08317198,-0.08296668,0.35406250
1084,0.00534238,0.00127203,0.00011082,-0.08342983,-0.08273658,0.24263893
1085,0.00581459,0.00089918,0.00025731,-0.08311422,-0.08269494,0.16756727
1086,0.00384479,0.00116609,-0.00082928,-0.08365590,-0.08264992,0.11709669
1087,0.00517610,0.00144153,-0.00017471,-0.08331855,-0.08326706,0.08368177
1088,0.00643614,0.00053907,0.00096931,-0.08327110,-0.08200075,0.05956583
1089,0.00485679,0.00169103,-0.00030229,-0.08398607,-0.08291194,0.04362047
1090,0.00581852,0.00047808,-0.00024860,-0.08335748,-0.08277959,0.03182469
1091,0.00499214,0.00115179,-0.00029229,-0.08333294,-0.08277964,0.02313808
1092,0.00660648,0.00239823,0.00014854,-0.08310545,-0.08262309,0.01797817
1093,0.00758583,0.00144400,-0.00014845,-0.08324569,-0.08307610,0.01293725
1094,0.00849155,0.00101636,0.00005440,-0.08321065,-0.08242526,0.01119921
1095,0.00815590,0.00193852,0.00044341,-0.08283342,-0.08253679,0.00833828
1096,0.01044786,0.00172939,0.00015171,-0.08410514,-0.08277018,0.00633391
1097,0.01061531,0.00109917,-0.00015560,-0.08388924,-0.08298165,0.00537765
1098,0.00994707,0.00246470,-0.00041038,-0.08340140,-0.08257860,0.00369164
1099,0.01076214,0.00215096,-0.00048863,-0.08313621,-0.08194089,0.00318824
1100,0.01077938,0.00270941,-0.00059364,-0.08334281,-0.08360283,0.00208123

